24521	24560
24561	24600
24601	24640
24641	24680
24681	24720
24721	24760
24761	24800
24801	24840
24841	24880
24881	24920
24921	24960
24961	25000
25001	25040
25041	25080
25081	25120
25121	25160
25161	25200
25201	25240
25241	25280
25281	25320
25321	25360
25361	25400
25401	25440
25441	25480
25481	25520
25521	25560
25561	25600
25601	25640
25641	25680
25681	25720
25721	25760
25761	25800
25801	25840
25841	25880
25881	25920
25921	25960
25961	26000
26001	26040
26041	26080
26081	26120
26121	26160
26161	26200
26201	26240
26241	26280
26281	26320
26321	26341
